age,annual_income,credit_score,employment_type,loan_amount,monthly_existing_emis,loan_purpose,loan_tenure_months,years_in_current_job,total_work_experience,existing_loan_count,residential_status,number_of_dependents,city_tier,education_level,marital_status,bank_account_vintage_months,risk_score,approval_status,dti_ratio,loan_to_income_ratio
51,496570,742,Government,1313661,11927,Personal,24,5.9,24.3,3,Owned,2,Tier-3,Professional,Single,82,65.7,MANUAL_REVIEW,176.05,2.65
29,926965,574,Government,1999298,9135,Education,60,3.2,3.2,4,Owned,1,Metro,Graduate,Single,27,44.44,MANUAL_REVIEW,67.46,2.16
40,527387,634,Salaried,2471093,0,Business,84,7.7,12.5,0,Owned,2,Tier-1,Graduate,Divorced,237,38.8,REJECTED,94.8,4.69
51,706725,763,Salaried,4897467,15967,Business,60,6.5,21.3,1,Family-Owned,3,Tier-2,Post-Graduate,Single,147,58.1,MANUAL_REVIEW,205.85,6.93
31,300000,720,Government,2592053,6431,Home,180,1.7,1.7,1,Rented,2,Tier-3,Graduate,Married,25,49.64,MANUAL_REVIEW,140.33,8.64
32,1326877,706,Salaried,10000000,26051,Home,360,7.1,9.7,1,Company-Provided,4,Tier-3,Graduate,Single,134,55.94,MANUAL_REVIEW,106.29,7.54
29,1637397,556,Salaried,2723471,36928,Personal,48,5.0,6.6,1,Rented,3,Tier-1,Graduate,Married,26,39.32,REJECTED,78.17,1.66
24,3064466,753,Government,4973747,0,Education,84,2.3,2.3,0,Rented,2,Tier-2,High-School,Single,56,86.46,APPROVED,32.84,1.62
28,695473,564,Self-Employed,4888935,0,Business,180,0.7,1.6,0,Owned,0,Tier-3,Graduate,Married,94,14.42,REJECTED,93.25,7.03
22,480778,645,Self-Employed,3102018,12090,Home,240,0.1,0.1,1,Rented,1,Metro,Graduate,Married,97,28.12,REJECTED,107.48,6.45
35,300000,492,Self-Employed,2075806,0,Business,180,2.5,2.5,0,Rented,2,Tier-3,Graduate,Married,106,17.2,REJECTED,91.78,6.92
27,499200,578,Self-Employed,1216727,4625,Personal,36,0.6,0.6,1,Owned,0,Metro,Graduate,Married,101,27.12,REJECTED,106.18,2.44
37,1452921,476,Salaried,10000000,29550,Home,300,6.7,15.0,1,Owned,2,Tier-2,Graduate,Married,189,34.9,REJECTED,102.39,6.88
21,656910,575,Salaried,1992555,18895,Education,120,0.0,0.0,2,Rented,5,Tier-3,Graduate,Married,105,27.7,REJECTED,83.63,3.03
38,3088112,642,Salaried,10000000,66711,Home,360,1.5,1.5,1,Owned,3,Tier-1,High-School,Married,41,42.2,MANUAL_REVIEW,61.47,3.24
43,1090959,566,Self-Employed,4191848,10942,Home,180,6.1,14.9,2,Rented,2,Metro,High-School,Married,135,40.78,REJECTED,63.0,3.84
21,876336,477,Self-Employed,6426651,0,Business,180,0.0,0.0,0,Rented,2,Tier-3,High-School,Married,45,12.8,REJECTED,97.28,7.33
38,300000,622,Salaried,512022,0,Education,120,0.3,0.3,0,Rented,3,Tier-2,Graduate,Married,162,56.86,MANUAL_REVIEW,27.64,1.71
47,1201106,791,Self-Employed,1142799,33282,Personal,60,7.6,7.6,4,Rented,1,Metro,High-School,Divorced,181,72.12,APPROVED,57.79,0.95
22,300000,781,Salaried,604408,9559,Personal,48,0.4,0.4,1,Rented,1,Metro,High-School,Married,115,57.08,MANUAL_REVIEW,100.14,2.01
51,1869062,777,Salaried,10000000,55379,Home,240,0.6,0.6,1,Owned,2,Metro,Graduate,Married,149,56.02,MANUAL_REVIEW,99.65,5.35
39,1728104,589,Salaried,4155189,30064,Personal,48,5.1,5.8,3,Rented,2,Metro,Graduate,Married,224,37.66,REJECTED,94.75,2.4
27,1468115,781,Government,5917931,0,Business,84,4.2,4.2,0,Rented,3,Tier-2,Graduate,Married,78,62.44,MANUAL_REVIEW,81.56,4.03
34,804537,717,Government,6659010,17461,Home,300,3.0,3.0,1,Rented,1,Tier-2,Graduate,Single,109,56.8,MANUAL_REVIEW,119.82,8.28
40,955787,728,Salaried,2551354,0,Personal,24,1.4,9.2,0,Rented,1,Tier-3,High-School,Single,114,54.34,MANUAL_REVIEW,148.55,2.67
35,816386,634,Salaried,5935193,18871,Home,240,0.7,12.4,1,Rented,1,Tier-1,Graduate,Widowed,138,32.08,REJECTED,114.84,7.27
40,1697704,625,Salaried,9680213,0,Home,300,0.5,0.5,0,Rented,2,Metro,Post-Graduate,Married,190,32.8,REJECTED,64.6,5.7
25,451369,578,Salaried,1317098,0,Education,84,1.8,3.1,0,Owned,1,Metro,Graduate,Single,146,39.12,REJECTED,59.04,2.92
36,300000,486,Salaried,1084273,7868,Education,60,5.8,5.8,1,Family-Owned,2,Metro,Graduate,Married,94,38.26,REJECTED,124.69,3.61
21,898225,708,Salaried,6267344,22442,Business,180,0.0,0.0,2,Rented,0,Tier-3,Graduate,Single,138,39.5,REJECTED,122.54,6.98
33,745513,661,Salaried,720303,9922,Personal,24,1.4,2.8,4,Rented,2,Metro,Professional,Married,142,49.86,MANUAL_REVIEW,69.74,0.97
25,809914,696,Salaried,3123668,23818,Home,240,2.3,2.3,1,Rented,2,Tier-1,High-School,Married,54,51.46,MANUAL_REVIEW,81.5,3.86
27,1345056,816,Self-Employed,1223300,39763,Personal,36,4.4,4.4,1,Rented,2,Tier-2,Professional,Single,152,67.88,MANUAL_REVIEW,70.95,0.91
47,1163012,581,Salaried,2249414,21448,Personal,48,0.7,5.2,2,Owned,1,Tier-3,High-School,Divorced,10,30.64,REJECTED,81.55,1.93
45,409869,503,Salaried,992659,4757,Education,84,6.2,8.2,1,Rented,3,Metro,Post-Graduate,Married,229,42.24,MANUAL_REVIEW,62.93,2.42
41,392827,727,Self-Employed,2009490,9250,Business,120,5.0,11.3,1,Rented,3,Metro,Graduate,Single,141,53.06,MANUAL_REVIEW,111.09,5.12
24,419782,396,Self-Employed,3268224,0,Home,300,1.3,1.3,0,Company-Provided,1,Metro,Post-Graduate,Married,152,23.96,REJECTED,88.21,7.79
31,3709574,696,Self-Employed,4125407,64045,Medical,36,2.9,2.9,2,Family-Owned,0,Metro,Graduate,Single,136,51.88,MANUAL_REVIEW,64.09,1.11
47,1418028,636,Salaried,2529785,38099,Education,120,1.2,11.7,1,Company-Provided,2,Tier-1,Post-Graduate,Married,28,47.04,MANUAL_REVIEW,61.13,1.78
36,1127204,601,Government,1949074,18288,Personal,24,4.4,4.4,4,Family-Owned,2,Tier-2,Graduate,Married,48,48.68,MANUAL_REVIEW,115.7,1.73
58,1344159,500,Salaried,823452,20039,Medical,36,2.4,11.2,2,Rented,2,Tier-2,Post-Graduate,Single,15,48.84,MANUAL_REVIEW,41.78,0.61
38,735692,644,Salaried,4858947,22089,Business,120,5.2,10.4,1,Rented,3,Tier-1,Graduate,Single,89,33.78,REJECTED,142.97,6.6
36,1858703,803,Self-Employed,10000000,44104,Home,360,7.2,7.2,2,Owned,4,Tier-2,High-School,Married,235,62.14,MANUAL_REVIEW,87.53,5.38
31,597764,560,Salaried,1319776,6266,Personal,36,3.0,6.8,1,Owned,2,Metro,Post-Graduate,Married,154,36.66,REJECTED,98.69,2.21
36,1422940,799,Government,3001310,0,Education,120,10.2,12.6,0,Owned,2,Tier-3,Graduate,Single,152,91.32,APPROVED,34.15,2.11
33,1034012,740,Government,2265629,26437,Personal,12,11.3,11.3,1,Rented,0,Tier-3,Graduate,Single,83,65.56,MANUAL_REVIEW,262.45,2.19
42,4240447,552,Salaried,10000000,115135,Business,180,3.2,3.2,3,Rented,1,Tier-1,Post-Graduate,Single,71,35.44,REJECTED,63.86,2.36
44,1400566,472,Salaried,1873921,19906,Personal,24,6.3,14.4,3,Rented,1,Metro,High-School,Single,229,41.08,MANUAL_REVIEW,91.52,1.34
27,2122207,524,Salaried,10000000,69024,Home,300,3.5,3.5,1,Rented,1,Tier-3,Professional,Married,159,37.4,REJECTED,92.42,4.71
21,565047,737,Self-Employed,638620,9975,Personal,36,0.0,0.0,1,Owned,2,Tier-3,High-School,Single,170,50.8,MANUAL_REVIEW,65.27,1.13
21,1513888,724,Self-Employed,9639834,0,Home,180,0.0,0.0,0,Owned,2,Metro,Post-Graduate,Single,114,46.1,MANUAL_REVIEW,84.46,6.37
40,935438,590,Salaried,3008049,29791,Education,120,5.7,14.4,1,Company-Provided,2,Tier-1,Post-Graduate,Married,113,40.28,REJECTED,90.29,3.22
23,794782,755,Salaried,1631712,12457,Personal,48,1.2,1.2,4,Company-Provided,1,Metro,Post-Graduate,Married,173,60.64,MANUAL_REVIEW,81.89,2.05
21,2529147,751,Salaried,6239833,59594,Personal,48,0.0,0.0,2,Owned,0,Metro,Graduate,Married,225,59.7,MANUAL_REVIEW,104.08,2.47
38,593446,672,Salaried,874526,12624,Personal,12,0.6,4.7,2,Rented,1,Metro,Graduate,Married,29,45.04,MANUAL_REVIEW,181.41,1.47
59,1250860,796,Self-Employed,4180036,41450,Home,240,2.1,22.9,2,Owned,0,Tier-2,Professional,Single,151,68.9,MANUAL_REVIEW,79.8,3.34
34,1607974,574,Salaried,1090782,29815,Medical,12,1.8,1.8,1,Owned,0,Metro,Post-Graduate,Married,150,38.16,REJECTED,94.01,0.68
43,1580446,707,Salaried,2314284,20254,Personal,24,2.4,4.0,1,Rented,3,Tier-1,Graduate,Single,48,58.3,MANUAL_REVIEW,96.87,1.46
35,634477,456,Salaried,1485607,18503,Education,60,3.2,12.8,1,Family-Owned,1,Metro,Graduate,Single,130,42.96,MANUAL_REVIEW,95.39,2.34
34,4495834,766,Government,7600810,42190,Vehicle,60,6.3,12.4,1,Rented,5,Metro,Post-Graduate,Single,170,81.28,APPROVED,54.87,1.69
44,495031,704,Government,822110,15077,Medical,12,0.1,0.1,3,Owned,0,Tier-2,Post-Graduate,Married,121,56.62,MANUAL_REVIEW,212.22,1.66
32,2914347,574,Salaried,10000000,32343,Home,360,3.4,9.5,1,Rented,4,Tier-2,High-School,Single,152,43.9,MANUAL_REVIEW,50.98,3.43
37,2280313,696,Salaried,5374082,51611,Personal,36,4.3,15.0,2,Rented,2,Tier-1,Graduate,Single,82,53.8,MANUAL_REVIEW,119.08,2.36
38,1868902,719,Salaried,3499965,48906,Personal,60,4.1,8.9,2,Family-Owned,2,Metro,Graduate,Married,153,62.68,MANUAL_REVIEW,79.7,1.87
28,300956,724,Salaried,1460060,5038,Home,240,3.1,3.1,2,Rented,3,Tier-2,Graduate,Married,214,58.42,MANUAL_REVIEW,78.21,4.85
44,761762,671,Self-Employed,4566470,0,Home,180,3.4,21.1,0,Rented,2,Tier-3,Graduate,Single,32,47.0,MANUAL_REVIEW,79.52,5.99
33,1399771,714,Salaried,2063447,0,Personal,60,0.1,0.1,0,Owned,0,Tier-1,Graduate,Single,120,67.22,MANUAL_REVIEW,38.02,1.47
27,300000,527,Salaried,884548,8835,Education,84,4.3,5.0,1,Rented,4,Metro,Graduate,Married,9,39.8,REJECTED,95.0,2.95
40,331067,633,Salaried,2167027,7672,Business,60,0.9,5.6,2,Rented,3,Tier-2,Graduate,Single,36,23.62,REJECTED,196.64,6.55
26,571377,434,Salaried,3786698,10406,Home,360,1.3,3.2,3,Family-Owned,2,Metro,Graduate,Single,65,25.54,REJECTED,94.6,6.63
35,1026365,581,Self-Employed,681686,0,Medical,12,4.5,4.5,0,Owned,0,Metro,High-School,Single,95,40.8,REJECTED,70.26,0.66
34,1714117,626,Freelancer,10000000,28227,Business,84,5.2,6.8,1,Rented,3,Tier-1,Graduate,Married,42,28.96,REJECTED,137.8,5.83
45,809321,742,Salaried,3071365,9010,Business,84,1.0,19.4,3,Owned,2,Metro,Graduate,Single,70,52.6,MANUAL_REVIEW,90.14,3.79
39,776797,792,Salaried,7303113,0,Home,300,3.3,3.3,0,Owned,1,Tier-3,Graduate,Married,145,60.86,MANUAL_REVIEW,106.52,9.4
34,993561,661,Salaried,6476635,24185,Business,84,3.5,8.6,4,Family-Owned,5,Tier-3,High-School,Married,47,39.42,REJECTED,161.1,6.52
43,1179508,539,Salaried,2779805,20564,Education,84,2.3,19.8,1,Rented,0,Metro,High-School,Married,114,41.1,MANUAL_REVIEW,68.6,2.36
48,1207135,766,Salaried,1230164,19733,Personal,36,3.3,24.3,3,Rented,0,Tier-3,Graduate,Married,85,73.0,APPROVED,59.36,1.02
40,858096,831,Self-Employed,3306733,27529,Education,120,2.3,17.0,1,Owned,2,Tier-1,Graduate,Married,128,65.0,MANUAL_REVIEW,100.9,3.85
35,300000,769,Salaried,1713009,4545,Business,180,3.9,7.3,1,Rented,1,Tier-2,High-School,Single,231,56.26,MANUAL_REVIEW,93.92,5.71
21,300000,665,Salaried,1424273,9074,Home,360,0.0,0.0,1,Rented,1,Tier-2,Post-Graduate,Single,93,43.1,MANUAL_REVIEW,88.41,4.75
24,1233105,689,Salaried,2491397,40329,Personal,24,1.3,1.3,3,Rented,1,Tier-2,Graduate,Single,46,45.26,MANUAL_REVIEW,151.69,2.02
31,1166963,783,Salaried,6518299,33727,Business,120,4.6,4.6,1,Rented,3,Metro,Graduate,Single,157,57.12,MANUAL_REVIEW,125.13,5.59
28,836105,711,Salaried,1150467,7375,Personal,24,1.9,2.0,2,Family-Owned,1,Tier-3,Graduate,Married,42,55.3,MANUAL_REVIEW,87.16,1.38
33,2077330,813,Salaried,7592191,62421,Home,240,3.4,3.4,1,Owned,3,Metro,Post-Graduate,Married,48,71.08,APPROVED,79.84,3.65
35,548708,535,Salaried,2673447,7500,Home,180,0.5,0.5,3,Family-Owned,2,Tier-2,Post-Graduate,Single,201,28.4,REJECTED,81.03,4.87
40,1182841,684,Government,1182800,0,Personal,12,9.1,10.1,0,Company-Provided,1,Tier-2,High-School,Married,126,61.32,MANUAL_REVIEW,105.77,1.0
34,895262,723,Salaried,1249751,15367,Education,60,4.0,4.0,1,Owned,3,Tier-3,Post-Graduate,Single,141,68.7,MANUAL_REVIEW,56.6,1.4
39,944454,672,Self-Employed,3868573,0,Home,300,3.0,3.4,0,Company-Provided,1,Tier-1,Graduate,Married,128,57.48,MANUAL_REVIEW,46.41,4.1
35,618350,534,Salaried,2540704,20481,Home,360,1.7,1.7,1,Company-Provided,1,Tier-2,Graduate,Widowed,85,31.34,REJECTED,84.85,4.11
21,847247,662,Salaried,3009205,15638,Business,120,0.0,0.0,1,Rented,0,Metro,Post-Graduate,Single,128,39.3,REJECTED,79.66,3.55
25,425908,619,Salaried,4072534,0,Home,180,1.4,3.6,0,Owned,2,Tier-2,Professional,Single,14,32.82,REJECTED,126.84,9.56
33,910924,703,Salaried,1280893,22503,Medical,36,6.2,6.2,2,Rented,3,Tier-2,Graduate,Single,238,63.74,MANUAL_REVIEW,84.49,1.41
22,332016,641,Salaried,791198,5345,Education,120,0.6,0.6,1,Owned,2,Tier-1,Professional,Divorced,93,43.12,MANUAL_REVIEW,57.9,2.38
40,958689,728,Salaried,4994720,16843,Business,180,1.0,1.0,1,Owned,2,Tier-1,High-School,Single,44,44.4,MANUAL_REVIEW,90.19,5.21
50,3068803,719,Self-Employed,9329102,71423,Home,240,9.3,15.1,1,Rented,3,Tier-1,Professional,Married,134,64.4,MANUAL_REVIEW,64.35,3.04
47,1110334,731,Self-Employed,2057055,35575,Medical,36,7.2,17.4,1,Rented,1,Metro,Post-Graduate,Married,136,64.3,MANUAL_REVIEW,110.71,1.85
32,521171,583,Salaried,3505496,0,Home,240,1.7,1.7,0,Rented,5,Tier-2,Professional,Divorced,142,24.64,REJECTED,80.58,6.73
49,1038189,672,Government,6396858,15982,Home,300,4.5,27.5,2,Owned,2,Tier-3,Graduate,Married,181,52.1,MANUAL_REVIEW,88.28,6.16
36,794338,796,Government,7618665,11531,Home,300,4.7,13.7,1,Owned,2,Tier-2,Professional,Married,115,66.84,MANUAL_REVIEW,126.09,9.59
31,1375512,806,Government,10000000,12366,Home,360,8.3,9.9,2,Company-Provided,0,Tier-2,Post-Graduate,Married,58,67.78,MANUAL_REVIEW,90.59,7.27
28,928410,703,Salaried,1493425,0,Personal,36,2.5,2.5,0,Rented,2,Tier-3,Graduate,Single,180,57.7,MANUAL_REVIEW,62.74,1.61
31,2685801,574,Government,10000000,35952,Business,180,7.1,8.2,1,Family-Owned,1,Tier-1,Graduate,Married,233,38.94,REJECTED,65.45,3.72
31,1612189,653,Salaried,10000000,24011,Home,300,1.0,3.3,3,Rented,0,Tier-1,Graduate,Married,180,41.26,MANUAL_REVIEW,88.15,6.2
36,841737,640,Self-Employed,6112106,8337,Business,60,7.0,11.2,1,Family-Owned,0,Tier-2,Graduate,Married,196,36.14,REJECTED,199.17,7.26
36,1675281,755,Salaried,4615693,0,Business,60,6.3,14.2,0,Rented,2,Tier-1,Graduate,Single,16,68.24,MANUAL_REVIEW,71.06,2.76
35,1083667,611,Self-Employed,2099495,0,Medical,48,2.2,2.2,0,Rented,2,Tier-3,Graduate,Married,182,45.14,MANUAL_REVIEW,59.52,1.94
39,614899,482,Salaried,4181423,13788,Home,300,2.5,2.5,3,Rented,2,Tier-3,High-School,Married,46,26.9,REJECTED,103.96,6.8
46,513809,795,Salaried,3959158,0,Home,180,2.4,2.6,0,Company-Provided,1,Tier-3,Graduate,Single,188,57.42,MANUAL_REVIEW,102.21,7.71
44,2131534,712,Salaried,9561363,24517,Home,300,7.4,18.4,4,Owned,3,Metro,Post-Graduate,Married,114,64.5,MANUAL_REVIEW,64.63,4.49
21,1723371,724,Salaried,2745543,0,Education,120,0.0,0.0,0,Rented,0,Tier-1,Graduate,Married,8,74.2,APPROVED,25.8,1.59
21,1531186,717,Salaried,1633337,32323,Personal,48,0.0,0.0,1,Company-Provided,0,Tier-2,Graduate,Widowed,231,56.4,MANUAL_REVIEW,58.11,1.07
44,1559968,648,Salaried,2787440,20369,Personal,48,4.9,17.8,1,Family-Owned,1,Tier-1,Graduate,Married,104,47.7,MANUAL_REVIEW,70.57,1.79
21,888371,593,Salaried,4041596,0,Home,240,0.0,0.0,0,Rented,0,Tier-2,Graduate,Single,85,31.9,REJECTED,54.5,4.55
32,1611680,850,Self-Employed,1726767,51132,Personal,36,2.7,10.4,1,Owned,3,Tier-2,High-School,Married,19,64.48,MANUAL_REVIEW,79.86,1.07
23,488256,606,Salaried,1891594,7817,Education,60,0.4,0.4,2,Rented,1,Tier-2,Graduate,Married,105,34.98,REJECTED,119.14,3.87
21,2023993,783,Salaried,6585052,21568,Education,60,0.0,0.0,2,Rented,2,Tier-1,Post-Graduate,Married,72,59.8,MANUAL_REVIEW,96.7,3.25
40,2562771,615,Salaried,10000000,74928,Home,300,4.2,17.5,1,Rented,3,Tier-2,Graduate,Single,117,49.3,MANUAL_REVIEW,79.3,3.9
42,997150,787,Salaried,2454015,18331,Personal,60,2.7,9.7,2,Company-Provided,2,Tier-2,High-School,Single,129,64.04,MANUAL_REVIEW,85.54,2.46
29,441470,619,Salaried,964197,12730,Personal,36,1.2,3.9,2,Family-Owned,2,Tier-2,Post-Graduate,Married,139,37.68,REJECTED,119.79,2.18
21,1369301,534,Salaried,4360773,0,Business,84,0.0,0.0,0,Owned,2,Tier-3,Graduate,Single,21,24.2,REJECTED,64.43,3.18
29,1096297,751,Salaried,1629986,17700,Medical,60,5.8,5.9,1,Rented,2,Tier-3,Graduate,Married,185,74.28,APPROVED,57.72,1.49
38,831632,700,Self-Employed,4844517,0,Business,180,1.0,9.4,0,Rented,2,Metro,Graduate,Single,109,42.68,MANUAL_REVIEW,77.27,5.83
21,516819,797,Salaried,2409563,0,Home,180,0.0,0.0,0,Rented,1,Tier-3,Graduate,Single,165,57.9,MANUAL_REVIEW,61.84,4.66
36,1310012,677,Salaried,6865789,27293,Home,360,5.4,13.7,2,Rented,2,Metro,Graduate,Married,39,51.34,MANUAL_REVIEW,82.53,5.24
34,1147480,756,Salaried,1304249,22338,Medical,24,0.1,0.1,1,Owned,4,Tier-2,Graduate,Married,101,62.22,MANUAL_REVIEW,86.61,1.14
40,1918627,610,Self-Employed,10000000,42748,Business,120,4.3,6.1,1,Rented,3,Tier-3,Post-Graduate,Single,102,35.62,REJECTED,111.13,5.21
36,1137846,591,Self-Employed,3317665,20907,Business,180,4.2,14.2,2,Owned,1,Tier-2,Graduate,Divorced,210,39.14,REJECTED,60.73,2.92
25,773648,588,Government,4760457,0,Business,60,2.0,2.0,0,Rented,2,Metro,Post-Graduate,Married,225,25.4,REJECTED,158.71,6.15
46,2483079,547,Salaried,10000000,51532,Home,240,1.4,15.6,1,Owned,1,Tier-1,Professional,Single,151,35.9,REJECTED,73.15,4.03
33,1104830,704,Salaried,6498396,27970,Business,180,1.1,6.4,1,Company-Provided,2,Tier-3,Graduate,Married,58,45.48,MANUAL_REVIEW,108.4,5.88
34,891747,627,Self-Employed,8498537,0,Home,180,3.4,5.2,0,Owned,2,Tier-1,Professional,Married,170,36.54,REJECTED,126.42,9.53
25,680667,640,Salaried,2474666,12728,Education,84,2.7,2.7,2,Owned,3,Tier-3,Post-Graduate,Single,221,41.04,MANUAL_REVIEW,96.0,3.64
30,300000,686,Government,979568,7633,Education,60,5.7,6.9,1,Rented,0,Tier-2,Graduate,Single,6,56.48,MANUAL_REVIEW,114.75,3.27
26,528649,570,Self-Employed,690408,13845,Personal,36,1.8,1.8,2,Owned,0,Tier-3,Post-Graduate,Married,162,30.96,REJECTED,82.36,1.31
33,1234764,697,Salaried,3009559,33408,Personal,12,3.4,7.1,4,Owned,2,Metro,Professional,Divorced,96,52.62,MANUAL_REVIEW,290.29,2.44
52,1675414,730,Self-Employed,3744814,33687,Personal,36,2.6,2.6,1,Rented,2,Tier-1,Professional,Single,147,54.72,MANUAL_REVIEW,111.31,2.24
21,1816457,630,Salaried,4581737,0,Personal,60,0.0,0.0,0,Owned,2,Tier-1,Post-Graduate,Married,157,36.1,REJECTED,65.06,2.52
21,809829,655,Salaried,2941848,0,Education,84,0.0,0.0,0,Owned,1,Tier-1,Graduate,Single,84,44.4,MANUAL_REVIEW,73.5,3.63
49,875519,620,Salaried,4535473,0,Home,240,2.4,16.4,0,Owned,2,Metro,Graduate,Married,207,40.4,REJECTED,62.06,5.18
32,1302771,805,Salaried,2935193,10979,Personal,12,4.4,9.7,2,Owned,2,Metro,Graduate,Married,157,68.04,MANUAL_REVIEW,248.44,2.25
28,3183121,540,Salaried,10000000,0,Business,120,1.3,2.0,0,Rented,1,Tier-3,Post-Graduate,Single,21,30.1,REJECTED,50.87,3.14
45,986551,689,Salaried,1605314,0,Personal,48,3.4,11.8,0,Rented,3,Tier-2,High-School,Single,100,61.56,MANUAL_REVIEW,49.99,1.63
28,350386,528,Government,698443,9520,Personal,12,0.6,0.6,2,Owned,2,Metro,Graduate,Single,162,31.82,REJECTED,243.46,1.99
53,2882520,850,Government,5222385,89532,Personal,48,11.2,22.4,1,Owned,3,Tier-1,Graduate,Single,142,76.2,APPROVED,92.94,1.81
41,3217385,843,Government,10000000,79304,Home,300,7.2,8.9,1,Owned,1,Tier-2,Post-Graduate,Single,169,77.28,APPROVED,64.79,3.11
30,982753,778,Salaried,3267193,21077,Education,84,4.8,4.8,1,Owned,2,Tier-2,Post-Graduate,Married,80,67.36,MANUAL_REVIEW,93.0,3.32
56,1631080,460,Salaried,10000000,36410,Home,180,1.8,4.5,1,Owned,3,Tier-1,Graduate,Single,24,26.5,REJECTED,108.11,6.13
28,2936362,800,Government,8622864,71511,Personal,12,2.3,7.0,1,Owned,1,Tier-2,Professional,Married,149,68.5,MANUAL_REVIEW,339.85,2.94
42,1624742,663,Salaried,3980702,54098,Personal,48,4.3,16.2,1,Owned,3,Metro,Graduate,Single,14,53.5,MANUAL_REVIEW,115.23,2.45
37,1642190,764,Government,10000000,16232,Home,180,6.4,6.4,3,Rented,1,Tier-1,Post-Graduate,Single,49,66.58,MANUAL_REVIEW,92.64,6.09
48,469098,700,Self-Employed,1154555,0,Personal,48,6.9,15.4,0,Company-Provided,1,Tier-2,Post-Graduate,Single,186,59.3,MANUAL_REVIEW,75.62,2.46
50,1281509,650,Self-Employed,1680169,0,Medical,36,3.5,17.9,0,Family-Owned,2,Tier-2,Post-Graduate,Married,224,58.5,MANUAL_REVIEW,51.14,1.31
35,1642374,746,Salaried,3860919,14556,Education,120,0.7,13.5,1,Owned,1,Tier-3,Post-Graduate,Single,103,67.2,MANUAL_REVIEW,48.7,2.35
27,1026676,763,Self-Employed,2091755,0,Vehicle,60,4.6,4.6,0,Owned,4,Tier-1,Professional,Married,80,70.62,MANUAL_REVIEW,52.55,2.04
39,809779,692,Self-Employed,1581067,26267,Vehicle,36,6.3,6.3,2,Owned,3,Metro,Graduate,Married,216,55.16,MANUAL_REVIEW,115.08,1.95
28,683528,710,Self-Employed,3937814,13222,Business,180,4.2,6.8,1,Owned,1,Metro,Graduate,Married,205,52.56,MANUAL_REVIEW,99.63,5.76
55,2045928,714,Salaried,10000000,0,Business,84,5.1,10.3,0,Rented,5,Tier-1,Post-Graduate,Single,176,54.96,MANUAL_REVIEW,98.89,4.89
36,1405372,759,Salaried,5118479,33226,Education,120,4.6,8.7,1,Company-Provided,1,Tier-1,Post-Graduate,Married,128,68.44,MANUAL_REVIEW,87.34,3.64
31,1007594,838,Salaried,1851684,0,Education,60,4.7,7.0,0,Family-Owned,2,Metro,High-School,Married,117,82.2,APPROVED,47.4,1.84
36,355533,698,Salaried,618117,0,Vehicle,36,4.1,4.1,0,Rented,0,Tier-2,Graduate,Single,217,55.42,MANUAL_REVIEW,67.81,1.74
21,457934,571,Salaried,1323082,12441,Education,60,0.0,0.0,1,Rented,0,Metro,Post-Graduate,Single,46,32.7,REJECTED,107.12,2.89
25,1741534,676,Salaried,8794742,46822,Home,180,0.9,0.9,3,Owned,1,Metro,Post-Graduate,Single,16,40.78,REJECTED,99.25,5.05
47,300000,670,Salaried,2974694,7353,Home,360,1.2,11.5,1,Rented,0,Tier-2,Post-Graduate,Divorced,146,42.1,MANUAL_REVIEW,138.25,9.92
28,300000,682,Salaried,1912222,6039,Business,120,1.3,1.3,1,Rented,1,Tier-3,Graduate,Married,214,33.36,REJECTED,127.37,6.37
24,2785320,808,Salaried,5847904,63325,Education,60,2.6,2.6,2,Rented,2,Metro,Graduate,Married,176,69.12,MANUAL_REVIEW,81.44,2.1
40,1179737,711,Salaried,6499218,0,Home,300,4.2,4.2,0,Rented,2,Metro,Post-Graduate,Married,48,56.64,MANUAL_REVIEW,62.42,5.51
46,1876381,758,Self-Employed,10000000,49863,Business,120,0.9,0.9,1,Family-Owned,1,Tier-1,Graduate,Married,220,46.48,MANUAL_REVIEW,118.18,5.33
42,323791,675,Salaried,299226,9585,Personal,36,0.8,0.8,1,Rented,1,Metro,Graduate,Married,59,46.36,MANUAL_REVIEW,71.57,0.92
44,1815543,662,Salaried,3403207,20907,Personal,24,4.7,9.5,1,Rented,1,Metro,Post-Graduate,Married,183,54.6,MANUAL_REVIEW,118.14,1.87
27,912020,611,Salaried,4926528,0,Home,360,3.1,3.1,0,Owned,1,Tier-3,Graduate,Single,145,42.82,MANUAL_REVIEW,59.29,5.4
21,366505,572,Salaried,3290489,5601,Home,360,0.0,0.0,1,Owned,1,Tier-3,Graduate,Single,78,22.3,REJECTED,116.89,8.98
50,2211567,641,Salaried,10000000,40412,Home,300,1.9,2.7,1,Owned,2,Tier-2,Graduate,Married,224,39.94,REJECTED,73.16,4.52
31,970755,632,Self-Employed,1550687,24240,Personal,12,1.0,1.0,1,Owned,0,Metro,High-School,Married,94,38.4,REJECTED,198.93,1.6
32,638393,450,Salaried,4334806,11634,Business,84,1.6,7.4,1,Rented,2,Metro,Post-Graduate,Married,220,20.88,REJECTED,159.25,6.79
48,886064,621,Government,6243561,12675,Business,84,7.9,8.1,2,Rented,1,Tier-2,Graduate,Married,60,37.32,REJECTED,159.73,7.05
